layer,filter,image,mean_activation
vgg/conv4_3/conv4_3,100,val_9423.JPEG,64505.5195312
vgg/conv4_3/conv4_3,101,val_2865.JPEG,26324.21875
vgg/conv4_3/conv4_3,101,val_5124.JPEG,26201.5976562
vgg/conv4_3/conv4_3,101,val_4089.JPEG,22437.8867188
vgg/conv4_3/conv4_3,101,val_4371.JPEG,22006.1777344
vgg/conv4_3/conv4_3,101,val_7202.JPEG,21250.5683594
vgg/conv4_3/conv4_3,102,val_5471.JPEG,31234.1679688
vgg/conv4_3/conv4_3,102,val_8866.JPEG,29523.7753906
vgg/conv4_3/conv4_3,102,val_2717.JPEG,25336.8925781
vgg/conv4_3/conv4_3,102,val_9055.JPEG,24930.8632812
vgg/conv4_3/conv4_3,102,val_7125.JPEG,24697.5351562
vgg/conv4_3/conv4_3,103,val_346.JPEG,41835.8164062
vgg/conv4_3/conv4_3,103,val_9853.JPEG,23650.5683594
vgg/conv4_3/conv4_3,103,val_763.JPEG,17971.546875
vgg/conv4_3/conv4_3,103,val_5106.JPEG,14415.2724609
vgg/conv4_3/conv4_3,103,val_7431.JPEG,14283.0488281
vgg/conv4_3/conv4_3,104,val_4525.JPEG,23397.390625
vgg/conv4_3/conv4_3,104,val_5141.JPEG,20351.5097656
vgg/conv4_3/conv4_3,104,val_5478.JPEG,18909.5722656
vgg/conv4_3/conv4_3,104,val_3451.JPEG,18729.5273438
vgg/conv4_3/conv4_3,104,val_1079.JPEG,18559.078125
vgg/conv4_3/conv4_3,105,val_2040.JPEG,23317.1738281
vgg/conv4_3/conv4_3,105,val_8560.JPEG,19675.2304688
vgg/conv4_3/conv4_3,105,val_9694.JPEG,18970.6328125
vgg/conv4_3/conv4_3,105,val_8280.JPEG,16683.2734375
vgg/conv4_3/conv4_3,105,val_7818.JPEG,15475.9355469
vgg/conv4_3/conv4_3,106,val_4052.JPEG,15115.0771484
vgg/conv4_3/conv4_3,106,val_9224.JPEG,14562.6445312
vgg/conv4_3/conv4_3,106,val_4930.JPEG,12848.3486328
vgg/conv4_3/conv4_3,106,val_4148.JPEG,12832.2597656
vgg/conv4_3/conv4_3,106,val_5805.JPEG,12667.484375
vgg/conv4_3/conv4_3,107,val_3097.JPEG,102103.617188
vgg/conv4_3/conv4_3,107,val_4298.JPEG,87879.171875
vgg/conv4_3/conv4_3,107,val_9715.JPEG,65969.2421875
vgg/conv4_3/conv4_3,107,val_7150.JPEG,63698.71875
vgg/conv4_3/conv4_3,107,val_9114.JPEG,63672.3515625
vgg/conv4_3/conv4_3,108,val_1079.JPEG,23729.9902344
vgg/conv4_3/conv4_3,108,val_3777.JPEG,23595.453125
vgg/conv4_3/conv4_3,108,val_7548.JPEG,21954.8984375
vgg/conv4_3/conv4_3,108,val_9808.JPEG,21917.7773438
vgg/conv4_3/conv4_3,108,val_4475.JPEG,21081.3242188
vgg/conv4_3/conv4_3,109,val_3991.JPEG,59009.203125
vgg/conv4_3/conv4_3,109,val_5092.JPEG,40212.9804688
vgg/conv4_3/conv4_3,109,val_5328.JPEG,39086.7304688
vgg/conv4_3/conv4_3,109,val_1671.JPEG,36676.9179688
vgg/conv4_3/conv4_3,109,val_2512.JPEG,34203.2617188
vgg/conv4_3/conv4_3,110,val_9662.JPEG,14256.6826172
vgg/conv4_3/conv4_3,110,val_8418.JPEG,13868.9960938
vgg/conv4_3/conv4_3,110,val_3933.JPEG,13125.2402344
vgg/conv4_3/conv4_3,110,val_1862.JPEG,13111.6679688
vgg/conv4_3/conv4_3,110,val_6821.JPEG,12740.4365234
vgg/conv4_3/conv4_3,111,val_1652.JPEG,46989.5078125
vgg/conv4_3/conv4_3,111,val_3557.JPEG,27955.671875
vgg/conv4_3/conv4_3,111,val_3605.JPEG,26450.3632812
vgg/conv4_3/conv4_3,111,val_3109.JPEG,26253.4355469
vgg/conv4_3/conv4_3,111,val_5072.JPEG,25745.6835938
vgg/conv4_3/conv4_3,112,val_1365.JPEG,59445.8125
vgg/conv4_3/conv4_3,112,val_5256.JPEG,41112.1796875
vgg/conv4_3/conv4_3,112,val_2163.JPEG,32632.7636719
vgg/conv4_3/conv4_3,112,val_5208.JPEG,32192.4726562
vgg/conv4_3/conv4_3,112,val_2858.JPEG,29415.5175781
vgg/conv4_3/conv4_3,113,val_6469.JPEG,41329.34375
vgg/conv4_3/conv4_3,113,val_6148.JPEG,40864.640625
vgg/conv4_3/conv4_3,113,val_5097.JPEG,35804.5703125
vgg/conv4_3/conv4_3,113,val_5672.JPEG,35731.4375
vgg/conv4_3/conv4_3,113,val_862.JPEG,33584.6171875
vgg/conv4_3/conv4_3,114,val_1102.JPEG,53287.890625
vgg/conv4_3/conv4_3,114,val_1290.JPEG,52138.1953125
vgg/conv4_3/conv4_3,114,val_4315.JPEG,46775.484375
vgg/conv4_3/conv4_3,114,val_1185.JPEG,43600.703125
vgg/conv4_3/conv4_3,114,val_2566.JPEG,43404.0546875
vgg/conv4_3/conv4_3,115,val_7500.JPEG,12399.1826172
vgg/conv4_3/conv4_3,115,val_2224.JPEG,11985.078125
vgg/conv4_3/conv4_3,115,val_3914.JPEG,11537.8203125
vgg/conv4_3/conv4_3,115,val_1365.JPEG,11173.8398438
vgg/conv4_3/conv4_3,115,val_5376.JPEG,11008.7470703
vgg/conv4_3/conv4_3,116,val_3777.JPEG,34113.296875
vgg/conv4_3/conv4_3,116,val_5660.JPEG,17648.7910156
vgg/conv4_3/conv4_3,116,val_4923.JPEG,16900.3144531
vgg/conv4_3/conv4_3,116,val_4007.JPEG,16285.9267578
vgg/conv4_3/conv4_3,116,val_3957.JPEG,16237.8710938
vgg/conv4_3/conv4_3,117,val_5574.JPEG,33414.65625
vgg/conv4_3/conv4_3,117,val_2992.JPEG,30462.25
vgg/conv4_3/conv4_3,117,val_5010.JPEG,28420.3398438
vgg/conv4_3/conv4_3,117,val_5403.JPEG,27549.9667969
vgg/conv4_3/conv4_3,117,val_6497.JPEG,27548.234375
vgg/conv4_3/conv4_3,118,val_7903.JPEG,56063.5234375
vgg/conv4_3/conv4_3,118,val_7741.JPEG,50889.4375
vgg/conv4_3/conv4_3,118,val_8560.JPEG,45664.0820312
vgg/conv4_3/conv4_3,118,val_9180.JPEG,45575.6328125
vgg/conv4_3/conv4_3,118,val_9803.JPEG,45257.8320312
vgg/conv4_3/conv4_3,119,val_5666.JPEG,11410.4257812
vgg/conv4_3/conv4_3,119,val_6462.JPEG,11090.6308594
vgg/conv4_3/conv4_3,119,val_6941.JPEG,9988.45507812
vgg/conv4_3/conv4_3,119,val_9255.JPEG,9493.73144531
vgg/conv4_3/conv4_3,119,val_4966.JPEG,8811.15917969
vgg/conv4_3/conv4_3,120,val_2379.JPEG,13677.8710938
vgg/conv4_3/conv4_3,120,val_3081.JPEG,12355.2412109
vgg/conv4_3/conv4_3,120,val_8099.JPEG,9262.71679688
vgg/conv4_3/conv4_3,120,val_8266.JPEG,8552.57226562
vgg/conv4_3/conv4_3,120,val_9086.JPEG,8266.20898438
vgg/conv4_3/conv4_3,121,val_3383.JPEG,60679.796875
vgg/conv4_3/conv4_3,121,val_1774.JPEG,59048.328125
vgg/conv4_3/conv4_3,121,val_5993.JPEG,56584.6953125
vgg/conv4_3/conv4_3,121,val_1069.JPEG,56383.9375
vgg/conv4_3/conv4_3,121,val_224.JPEG,55075.9609375
vgg/conv4_3/conv4_3,122,val_7101.JPEG,20806.3007812
vgg/conv4_3/conv4_3,122,val_7903.JPEG,15495.9443359
vgg/conv4_3/conv4_3,122,val_3063.JPEG,11865.3066406
vgg/conv4_3/conv4_3,122,val_1652.JPEG,11548.3017578
vgg/conv4_3/conv4_3,122,val_7157.JPEG,11114.0546875
vgg/conv4_3/conv4_3,123,val_6800.JPEG,149228.1875
vgg/conv4_3/conv4_3,123,val_2221.JPEG,132816.65625
vgg/conv4_3/conv4_3,123,val_4960.JPEG,101081.65625
vgg/conv4_3/conv4_3,123,val_4187.JPEG,100440.390625
vgg/conv4_3/conv4_3,123,val_3040.JPEG,98660.5078125
vgg/conv4_3/conv4_3,124,val_2678.JPEG,31968.8183594
vgg/conv4_3/conv4_3,124,val_3957.JPEG,30355.6503906
vgg/conv4_3/conv4_3,124,val_5097.JPEG,29488.9140625
vgg/conv4_3/conv4_3,124,val_1124.JPEG,28491.7832031
vgg/conv4_3/conv4_3,124,val_346.JPEG,28298.59375
vgg/conv4_3/conv4_3,125,val_4198.JPEG,59010.8671875
vgg/conv4_3/conv4_3,125,val_8366.JPEG,37739.9570312
vgg/conv4_3/conv4_3,125,val_575.JPEG,36525.4765625
vgg/conv4_3/conv4_3,125,val_8346.JPEG,33471.3398438
vgg/conv4_3/conv4_3,125,val_1000.JPEG,32557.2636719
vgg/conv4_3/conv4_3,126,val_5115.JPEG,39979.7539062
vgg/conv4_3/conv4_3,126,val_9817.JPEG,37619.90625
vgg/conv4_3/conv4_3,126,val_2570.JPEG,31409.6054688
vgg/conv4_3/conv4_3,126,val_3897.JPEG,30938.7421875
vgg/conv4_3/conv4_3,126,val_1591.JPEG,27630.7011719
vgg/conv4_3/conv4_3,127,val_1616.JPEG,19817.4980469
vgg/conv4_3/conv4_3,127,val_3242.JPEG,17828.4609375
vgg/conv4_3/conv4_3,127,val_7903.JPEG,14949.5283203
vgg/conv4_3/conv4_3,127,val_4187.JPEG,13558.3515625
vgg/conv4_3/conv4_3,127,val_5360.JPEG,9494.33691406
vgg/conv4_3/conv4_3,128,val_4990.JPEG,50095.4179688
vgg/conv4_3/conv4_3,128,val_9441.JPEG,49295.7851562
vgg/conv4_3/conv4_3,128,val_8366.JPEG,45496.09375
vgg/conv4_3/conv4_3,128,val_8983.JPEG,37544.5898438
vgg/conv4_3/conv4_3,128,val_6243.JPEG,30260.328125
vgg/conv4_3/conv4_3,129,val_8120.JPEG,36263.6835938
vgg/conv4_3/conv4_3,129,val_733.JPEG,32453.4511719
vgg/conv4_3/conv4_3,129,val_9493.JPEG,30546.0449219
vgg/conv4_3/conv4_3,129,val_9261.JPEG,27672.5019531
vgg/conv4_3/conv4_3,129,val_3057.JPEG,23935.9121094
vgg/conv4_3/conv4_3,130,val_688.JPEG,54025.8007812
vgg/conv4_3/conv4_3,130,val_877.JPEG,52514.0976562
vgg/conv4_3/conv4_3,130,val_4286.JPEG,50212.359375
vgg/conv4_3/conv4_3,130,val_5390.JPEG,49452.0234375
vgg/conv4_3/conv4_3,130,val_6145.JPEG,45165.6132812
vgg/conv4_3/conv4_3,131,val_7157.JPEG,45400.0078125
vgg/conv4_3/conv4_3,131,val_688.JPEG,36687.2382812
vgg/conv4_3/conv4_3,131,val_3443.JPEG,32418.0722656
vgg/conv4_3/conv4_3,131,val_1333.JPEG,32257.7714844
vgg/conv4_3/conv4_3,131,val_2428.JPEG,29385.7363281
vgg/conv4_3/conv4_3,132,val_5124.JPEG,21246.4257812
vgg/conv4_3/conv4_3,132,val_1242.JPEG,17547.9042969
vgg/conv4_3/conv4_3,132,val_7701.JPEG,16393.4472656
vgg/conv4_3/conv4_3,132,val_3096.JPEG,16177.0410156
vgg/conv4_3/conv4_3,132,val_3503.JPEG,15478.375
vgg/conv4_3/conv4_3,133,val_6121.JPEG,20477.7011719
vgg/conv4_3/conv4_3,133,val_7794.JPEG,16515.75
vgg/conv4_3/conv4_3,133,val_6934.JPEG,15500.0839844
vgg/conv4_3/conv4_3,133,val_9694.JPEG,14983.9179688
vgg/conv4_3/conv4_3,133,val_2865.JPEG,13477.9794922
vgg/conv4_3/conv4_3,134,val_1866.JPEG,13238.5683594
vgg/conv4_3/conv4_3,134,val_5119.JPEG,13132.3330078
vgg/conv4_3/conv4_3,134,val_893.JPEG,12869.9433594
vgg/conv4_3/conv4_3,134,val_8278.JPEG,12678.0673828
vgg/conv4_3/conv4_3,134,val_4989.JPEG,11937.9375
vgg/conv4_3/conv4_3,135,val_4897.JPEG,27549.0488281
vgg/conv4_3/conv4_3,135,val_2457.JPEG,24290.0625
vgg/conv4_3/conv4_3,135,val_9116.JPEG,23006.1875
vgg/conv4_3/conv4_3,135,val_6520.JPEG,22862.0527344
vgg/conv4_3/conv4_3,135,val_6225.JPEG,22805.390625
vgg/conv4_3/conv4_3,136,val_7101.JPEG,23474.5546875
vgg/conv4_3/conv4_3,136,val_415.JPEG,23431.1660156
vgg/conv4_3/conv4_3,136,val_3986.JPEG,21792.4511719
vgg/conv4_3/conv4_3,136,val_7202.JPEG,21065.3144531
vgg/conv4_3/conv4_3,136,val_8346.JPEG,20057.6660156
vgg/conv4_3/conv4_3,137,val_5483.JPEG,37001.6445312
vgg/conv4_3/conv4_3,137,val_3425.JPEG,36521.9296875
vgg/conv4_3/conv4_3,137,val_1403.JPEG,36480.3476562
vgg/conv4_3/conv4_3,137,val_1632.JPEG,33035.7226562
vgg/conv4_3/conv4_3,137,val_7814.JPEG,32540.671875
vgg/conv4_3/conv4_3,138,val_4174.JPEG,48824.5859375
vgg/conv4_3/conv4_3,138,val_6484.JPEG,41463.6132812
vgg/conv4_3/conv4_3,138,val_3624.JPEG,41048.8007812
vgg/conv4_3/conv4_3,138,val_1556.JPEG,38871.9804688
vgg/conv4_3/conv4_3,138,val_694.JPEG,38701.7734375
vgg/conv4_3/conv4_3,139,val_688.JPEG,39128.4570312
vgg/conv4_3/conv4_3,139,val_7030.JPEG,29317.1347656
vgg/conv4_3/conv4_3,139,val_280.JPEG,29230.875
vgg/conv4_3/conv4_3,139,val_9069.JPEG,28151.6601562
vgg/conv4_3/conv4_3,139,val_1179.JPEG,26397.2871094
vgg/conv4_3/conv4_3,140,val_2601.JPEG,26246.8730469
vgg/conv4_3/conv4_3,140,val_7101.JPEG,25275.0644531
vgg/conv4_3/conv4_3,140,val_624.JPEG,24538.6757812
vgg/conv4_3/conv4_3,140,val_4923.JPEG,21773.3789062
vgg/conv4_3/conv4_3,140,val_4368.JPEG,21753.5917969
vgg/conv4_3/conv4_3,141,val_1179.JPEG,49402.4921875
vgg/conv4_3/conv4_3,141,val_4187.JPEG,42169.8359375
vgg/conv4_3/conv4_3,141,val_4637.JPEG,37167.828125
vgg/conv4_3/conv4_3,141,val_1499.JPEG,36158.0429688
vgg/conv4_3/conv4_3,141,val_7669.JPEG,35878.9257812
vgg/conv4_3/conv4_3,142,val_8346.JPEG,26953.4570312
vgg/conv4_3/conv4_3,142,val_9579.JPEG,20764.2109375
vgg/conv4_3/conv4_3,142,val_6877.JPEG,20304.2851562
vgg/conv4_3/conv4_3,142,val_361.JPEG,19120.9453125
vgg/conv4_3/conv4_3,142,val_936.JPEG,19089.7988281
vgg/conv4_3/conv4_3,143,val_7101.JPEG,25721.703125
vgg/conv4_3/conv4_3,143,val_8346.JPEG,25552.28125
vgg/conv4_3/conv4_3,143,val_9121.JPEG,25393.6210938
vgg/conv4_3/conv4_3,143,val_2221.JPEG,25257.3554688
vgg/conv4_3/conv4_3,143,val_4368.JPEG,25203.1367188
vgg/conv4_3/conv4_3,144,val_3991.JPEG,37058.5039062
vgg/conv4_3/conv4_3,144,val_2224.JPEG,23508.6894531
vgg/conv4_3/conv4_3,144,val_3693.JPEG,23371.3320312
vgg/conv4_3/conv4_3,144,val_2865.JPEG,23104.0488281
vgg/conv4_3/conv4_3,144,val_1671.JPEG,22519.1699219
vgg/conv4_3/conv4_3,145,val_9181.JPEG,19817.4101562
vgg/conv4_3/conv4_3,145,val_4782.JPEG,18806.1660156
vgg/conv4_3/conv4_3,145,val_5650.JPEG,17546.8339844
vgg/conv4_3/conv4_3,145,val_2062.JPEG,16742.5898438
vgg/conv4_3/conv4_3,145,val_557.JPEG,16702.6445312
vgg/conv4_3/conv4_3,146,val_8006.JPEG,61013.7617188
vgg/conv4_3/conv4_3,146,val_3466.JPEG,58243.84375
vgg/conv4_3/conv4_3,146,val_3442.JPEG,57884.875
vgg/conv4_3/conv4_3,146,val_2395.JPEG,57876.4453125
vgg/conv4_3/conv4_3,146,val_3584.JPEG,57279.5820312
vgg/conv4_3/conv4_3,147,val_415.JPEG,17466.8242188
vgg/conv4_3/conv4_3,147,val_6958.JPEG,10762.0966797
vgg/conv4_3/conv4_3,147,val_763.JPEG,9846.50292969
vgg/conv4_3/conv4_3,147,val_2918.JPEG,9432.42773438
vgg/conv4_3/conv4_3,147,val_9572.JPEG,9215.11230469
vgg/conv4_3/conv4_3,148,val_7701.JPEG,30758.7207031
vgg/conv4_3/conv4_3,148,val_5752.JPEG,27373.3964844
vgg/conv4_3/conv4_3,148,val_4170.JPEG,24650.6816406
vgg/conv4_3/conv4_3,148,val_3492.JPEG,23304.96875
vgg/conv4_3/conv4_3,148,val_6000.JPEG,21511.5527344
vgg/conv4_3/conv4_3,149,val_7202.JPEG,22046.3300781
vgg/conv4_3/conv4_3,149,val_8099.JPEG,15647.9365234
vgg/conv4_3/conv4_3,149,val_3557.JPEG,15637.96875
vgg/conv4_3/conv4_3,149,val_5277.JPEG,15155.3652344
vgg/conv4_3/conv4_3,149,val_631.JPEG,14291.4511719
vgg/conv4_3/conv4_3,150,val_1774.JPEG,28503.6914062
vgg/conv4_3/conv4_3,150,val_6033.JPEG,26579.3125
vgg/conv4_3/conv4_3,150,val_2569.JPEG,26012.7929688
vgg/conv4_3/conv4_3,150,val_6640.JPEG,25685.0585938
vgg/conv4_3/conv4_3,150,val_6508.JPEG,24998.8144531
vgg/conv4_3/conv4_3,151,val_3040.JPEG,55784.46875
vgg/conv4_3/conv4_3,151,val_7157.JPEG,41727.3554688
vgg/conv4_3/conv4_3,151,val_9797.JPEG,26314.8378906
vgg/conv4_3/conv4_3,151,val_6511.JPEG,25394.9648438
vgg/conv4_3/conv4_3,151,val_8366.JPEG,23765.3066406
vgg/conv4_3/conv4_3,152,val_9853.JPEG,58302.8125
vgg/conv4_3/conv4_3,152,val_8950.JPEG,33059.8320312
vgg/conv4_3/conv4_3,152,val_2814.JPEG,32538.5898438
vgg/conv4_3/conv4_3,152,val_7860.JPEG,30993.2890625
vgg/conv4_3/conv4_3,152,val_3440.JPEG,26657.7207031
vgg/conv4_3/conv4_3,153,val_11.JPEG,39873.84375
vgg/conv4_3/conv4_3,153,val_6511.JPEG,30948.1601562
vgg/conv4_3/conv4_3,153,val_1488.JPEG,26652.0996094
vgg/conv4_3/conv4_3,153,val_9795.JPEG,26077.3242188
vgg/conv4_3/conv4_3,153,val_6252.JPEG,25637.0195312
vgg/conv4_3/conv4_3,154,val_7712.JPEG,30177.3964844
vgg/conv4_3/conv4_3,154,val_8116.JPEG,28446.5839844
vgg/conv4_3/conv4_3,154,val_8443.JPEG,27301.8339844
vgg/conv4_3/conv4_3,154,val_3078.JPEG,26692.2773438
vgg/conv4_3/conv4_3,154,val_9276.JPEG,26580.4179688
vgg/conv4_3/conv4_3,155,val_7333.JPEG,40614.5273438
vgg/conv4_3/conv4_3,155,val_361.JPEG,37612.0898438
vgg/conv4_3/conv4_3,155,val_3726.JPEG,31557.4121094
vgg/conv4_3/conv4_3,155,val_6243.JPEG,30888.8925781
vgg/conv4_3/conv4_3,155,val_5480.JPEG,29999.53125
vgg/conv4_3/conv4_3,156,val_2992.JPEG,41157.5351562
vgg/conv4_3/conv4_3,156,val_3030.JPEG,27631.6523438
vgg/conv4_3/conv4_3,156,val_5856.JPEG,26434.3886719
vgg/conv4_3/conv4_3,156,val_2307.JPEG,26293.8164062
vgg/conv4_3/conv4_3,156,val_3557.JPEG,25340.0625
vgg/conv4_3/conv4_3,157,val_3551.JPEG,15144.4423828
vgg/conv4_3/conv4_3,157,val_9800.JPEG,13174.9482422
vgg/conv4_3/conv4_3,157,val_7409.JPEG,12953.8984375
vgg/conv4_3/conv4_3,157,val_3358.JPEG,12754.6767578
vgg/conv4_3/conv4_3,157,val_7935.JPEG,12112.6845703
vgg/conv4_3/conv4_3,158,val_6385.JPEG,26241.1816406
vgg/conv4_3/conv4_3,158,val_3859.JPEG,25651.4921875
vgg/conv4_3/conv4_3,158,val_8560.JPEG,24633.9570312
vgg/conv4_3/conv4_3,158,val_1370.JPEG,24330.3320312
vgg/conv4_3/conv4_3,158,val_1328.JPEG,23508.1074219
vgg/conv4_3/conv4_3,159,val_4960.JPEG,44968.6015625
vgg/conv4_3/conv4_3,159,val_159.JPEG,43834.7890625
vgg/conv4_3/conv4_3,159,val_6800.JPEG,42826.9140625
vgg/conv4_3/conv4_3,159,val_8099.JPEG,42512.1015625
vgg/conv4_3/conv4_3,159,val_8944.JPEG,38262.2734375
vgg/conv4_3/conv4_3,160,val_5256.JPEG,122210.171875
vgg/conv4_3/conv4_3,160,val_2224.JPEG,115926.523438
vgg/conv4_3/conv4_3,160,val_9715.JPEG,90885.2265625
vgg/conv4_3/conv4_3,160,val_4298.JPEG,88520.359375
vgg/conv4_3/conv4_3,160,val_2394.JPEG,85981.234375
vgg/conv4_3/conv4_3,161,val_5243.JPEG,16887.8144531
vgg/conv4_3/conv4_3,161,val_9449.JPEG,15212.1914062
vgg/conv4_3/conv4_3,161,val_7968.JPEG,15121.984375
vgg/conv4_3/conv4_3,161,val_184.JPEG,13026.8789062
vgg/conv4_3/conv4_3,161,val_7401.JPEG,12886.4130859
vgg/conv4_3/conv4_3,162,val_5187.JPEG,32171.9804688
vgg/conv4_3/conv4_3,162,val_2163.JPEG,32082.4003906
vgg/conv4_3/conv4_3,162,val_3048.JPEG,32072.7636719
vgg/conv4_3/conv4_3,162,val_7961.JPEG,31201.5625
vgg/conv4_3/conv4_3,162,val_3582.JPEG,30753.7246094
vgg/conv4_3/conv4_3,163,val_159.JPEG,57398.5273438
vgg/conv4_3/conv4_3,163,val_2900.JPEG,54201.796875
vgg/conv4_3/conv4_3,163,val_5454.JPEG,51963.2539062
vgg/conv4_3/conv4_3,163,val_4783.JPEG,49598.2695312
vgg/conv4_3/conv4_3,163,val_5842.JPEG,49000.84375
vgg/conv4_3/conv4_3,164,val_159.JPEG,25030.5703125
vgg/conv4_3/conv4_3,164,val_2601.JPEG,23615.8789062
vgg/conv4_3/conv4_3,164,val_8267.JPEG,20679.1757812
vgg/conv4_3/conv4_3,164,val_6800.JPEG,19981.3574219
vgg/conv4_3/conv4_3,164,val_1652.JPEG,17364.8554688
vgg/conv4_3/conv4_3,165,val_7903.JPEG,36017.0429688
vgg/conv4_3/conv4_3,165,val_2621.JPEG,33200.8203125
vgg/conv4_3/conv4_3,165,val_1817.JPEG,30085.9804688
vgg/conv4_3/conv4_3,165,val_8418.JPEG,28376.9570312
vgg/conv4_3/conv4_3,165,val_6857.JPEG,27504.6503906
vgg/conv4_3/conv4_3,166,val_6083.JPEG,36346.7265625
vgg/conv4_3/conv4_3,166,val_1365.JPEG,33174.59375
vgg/conv4_3/conv4_3,166,val_7701.JPEG,25759.3710938
vgg/conv4_3/conv4_3,166,val_1079.JPEG,24656.4589844
vgg/conv4_3/conv4_3,166,val_2867.JPEG,24599.5878906
vgg/conv4_3/conv4_3,167,val_7903.JPEG,61569.0117188
vgg/conv4_3/conv4_3,167,val_2443.JPEG,59558.6953125
vgg/conv4_3/conv4_3,167,val_5208.JPEG,56751.4570312
vgg/conv4_3/conv4_3,167,val_1432.JPEG,56721.234375
vgg/conv4_3/conv4_3,167,val_7101.JPEG,51503.40625
vgg/conv4_3/conv4_3,168,val_2605.JPEG,14826.1044922
vgg/conv4_3/conv4_3,168,val_3440.JPEG,12092.3613281
vgg/conv4_3/conv4_3,168,val_827.JPEG,11372.1191406
vgg/conv4_3/conv4_3,168,val_3786.JPEG,11307.4355469
vgg/conv4_3/conv4_3,168,val_7860.JPEG,11264.6582031
vgg/conv4_3/conv4_3,169,val_4072.JPEG,42227.7382812
vgg/conv4_3/conv4_3,169,val_2253.JPEG,32810.4804688
vgg/conv4_3/conv4_3,169,val_1745.JPEG,32555.6796875
vgg/conv4_3/conv4_3,169,val_2800.JPEG,32267.1933594
vgg/conv4_3/conv4_3,169,val_5454.JPEG,31328.7539062
vgg/conv4_3/conv4_3,170,val_2201.JPEG,14748.1337891
vgg/conv4_3/conv4_3,170,val_3640.JPEG,13749.8632812
vgg/conv4_3/conv4_3,170,val_4056.JPEG,13349.6621094
vgg/conv4_3/conv4_3,170,val_3127.JPEG,12853.1064453
vgg/conv4_3/conv4_3,170,val_8089.JPEG,12068.484375
vgg/conv4_3/conv4_3,171,val_6083.JPEG,20089.8789062
vgg/conv4_3/conv4_3,171,val_4960.JPEG,19917.6191406
vgg/conv4_3/conv4_3,171,val_6312.JPEG,16473.7734375
vgg/conv4_3/conv4_3,171,val_5288.JPEG,14491.6025391
vgg/conv4_3/conv4_3,171,val_6286.JPEG,13748.5800781
vgg/conv4_3/conv4_3,172,val_2992.JPEG,26757.8457031
vgg/conv4_3/conv4_3,172,val_9662.JPEG,24805.3652344
vgg/conv4_3/conv4_3,172,val_4998.JPEG,24122.2089844
vgg/conv4_3/conv4_3,172,val_2847.JPEG,23618.4433594
vgg/conv4_3/conv4_3,172,val_3049.JPEG,23425.2148438
vgg/conv4_3/conv4_3,173,val_9736.JPEG,16380.9169922
vgg/conv4_3/conv4_3,173,val_9673.JPEG,14474.1484375
vgg/conv4_3/conv4_3,173,val_4999.JPEG,13890.1318359
vgg/conv4_3/conv4_3,173,val_6430.JPEG,13144.4833984
vgg/conv4_3/conv4_3,173,val_9238.JPEG,13081.6386719
vgg/conv4_3/conv4_3,174,val_146.JPEG,38732.9375
vgg/conv4_3/conv4_3,174,val_9715.JPEG,36149.140625
vgg/conv4_3/conv4_3,174,val_4298.JPEG,30195.2109375
vgg/conv4_3/conv4_3,174,val_8565.JPEG,29417.484375
vgg/conv4_3/conv4_3,174,val_6988.JPEG,29358.8242188
vgg/conv4_3/conv4_3,175,val_9759.JPEG,57698.9414062
vgg/conv4_3/conv4_3,175,val_4368.JPEG,57152.5976562
vgg/conv4_3/conv4_3,175,val_9330.JPEG,56201.5078125
vgg/conv4_3/conv4_3,175,val_3858.JPEG,54937.203125
vgg/conv4_3/conv4_3,175,val_9004.JPEG,53803.2890625
vgg/conv4_3/conv4_3,176,val_105.JPEG,100012.203125
vgg/conv4_3/conv4_3,176,val_417.JPEG,95122.640625
vgg/conv4_3/conv4_3,176,val_9759.JPEG,91184.453125
vgg/conv4_3/conv4_3,176,val_4825.JPEG,85819.5
vgg/conv4_3/conv4_3,176,val_9237.JPEG,84019.046875
vgg/conv4_3/conv4_3,177,val_6928.JPEG,40366.4414062
vgg/conv4_3/conv4_3,177,val_5277.JPEG,32614.4960938
vgg/conv4_3/conv4_3,177,val_9086.JPEG,28813.0175781
vgg/conv4_3/conv4_3,177,val_8950.JPEG,25054.140625
vgg/conv4_3/conv4_3,177,val_1079.JPEG,23359.7910156
vgg/conv4_3/conv4_3,178,val_3777.JPEG,36037.078125
vgg/conv4_3/conv4_3,178,val_8346.JPEG,29849.9394531
vgg/conv4_3/conv4_3,178,val_1652.JPEG,27441.5996094
vgg/conv4_3/conv4_3,178,val_4923.JPEG,27005.5644531
vgg/conv4_3/conv4_3,178,val_5921.JPEG,23197.6835938
vgg/conv4_3/conv4_3,179,val_3777.JPEG,36991.9960938
vgg/conv4_3/conv4_3,179,val_2648.JPEG,33538.28125
vgg/conv4_3/conv4_3,179,val_4528.JPEG,29890.1328125
vgg/conv4_3/conv4_3,179,val_9041.JPEG,29714.6523438
vgg/conv4_3/conv4_3,179,val_9874.JPEG,29419.3867188
vgg/conv4_3/conv4_3,180,val_5313.JPEG,63194.9257812
vgg/conv4_3/conv4_3,180,val_4612.JPEG,50433.84375
vgg/conv4_3/conv4_3,180,val_6833.JPEG,45862.6210938
vgg/conv4_3/conv4_3,180,val_6982.JPEG,41364.6640625
vgg/conv4_3/conv4_3,180,val_5677.JPEG,41121.09375
vgg/conv4_3/conv4_3,181,val_4811.JPEG,34777.3085938
vgg/conv4_3/conv4_3,181,val_5519.JPEG,33192.7421875
