layer,filter,image,mean_activation
vgg/fc6_relu,2226,val_3836.JPEG,2757.20117188
vgg/fc6_relu,2226,val_370.JPEG,2622.98193359
vgg/fc6_relu,2226,val_9809.JPEG,2602.84692383
vgg/fc6_relu,2227,val_3777.JPEG,10269.71875
vgg/fc6_relu,2227,val_9853.JPEG,10261.3623047
vgg/fc6_relu,2227,val_5480.JPEG,8780.72363281
vgg/fc6_relu,2227,val_3498.JPEG,8043.40478516
vgg/fc6_relu,2227,val_5337.JPEG,6990.95068359
vgg/fc6_relu,2228,val_9705.JPEG,7010.30957031
vgg/fc6_relu,2228,val_7141.JPEG,6505.07177734
vgg/fc6_relu,2228,val_7340.JPEG,5972.46875
vgg/fc6_relu,2228,val_4814.JPEG,5929.89550781
vgg/fc6_relu,2228,val_3126.JPEG,5906.19921875
vgg/fc6_relu,2229,val_4234.JPEG,9002.23730469
vgg/fc6_relu,2229,val_4723.JPEG,8261.80859375
vgg/fc6_relu,2229,val_4302.JPEG,7801.59375
vgg/fc6_relu,2229,val_3248.JPEG,7735.90820312
vgg/fc6_relu,2229,val_415.JPEG,7695.62890625
vgg/fc6_relu,2230,val_8950.JPEG,8197.41601562
vgg/fc6_relu,2230,val_9604.JPEG,7987.44873047
vgg/fc6_relu,2230,val_5448.JPEG,7983.91308594
vgg/fc6_relu,2230,val_6373.JPEG,7593.64013672
vgg/fc6_relu,2230,val_7582.JPEG,7433.05761719
vgg/fc6_relu,2231,val_3038.JPEG,7911.52246094
vgg/fc6_relu,2231,val_7548.JPEG,7863.6953125
vgg/fc6_relu,2231,val_8099.JPEG,7593.96337891
vgg/fc6_relu,2231,val_3236.JPEG,7475.11328125
vgg/fc6_relu,2231,val_7394.JPEG,7162.49658203
vgg/fc6_relu,2232,val_7451.JPEG,9890.52050781
vgg/fc6_relu,2232,val_4947.JPEG,8242.10058594
vgg/fc6_relu,2232,val_2742.JPEG,7936.82617188
vgg/fc6_relu,2232,val_8751.JPEG,7910.15625
vgg/fc6_relu,2232,val_970.JPEG,7644.07763672
vgg/fc6_relu,2233,val_9642.JPEG,8489.75390625
vgg/fc6_relu,2233,val_1995.JPEG,7887.22851562
vgg/fc6_relu,2233,val_2500.JPEG,6980.25
vgg/fc6_relu,2233,val_8232.JPEG,6891.28808594
vgg/fc6_relu,2233,val_144.JPEG,6809.27929688
vgg/fc6_relu,2234,val_1784.JPEG,9530.00683594
vgg/fc6_relu,2234,val_7030.JPEG,8822.74414062
vgg/fc6_relu,2234,val_3016.JPEG,7382.32324219
vgg/fc6_relu,2234,val_9617.JPEG,7036.15039062
vgg/fc6_relu,2234,val_5274.JPEG,6415.35742188
vgg/fc6_relu,2235,val_4475.JPEG,9601.41113281
vgg/fc6_relu,2235,val_1914.JPEG,9597.03125
vgg/fc6_relu,2235,val_9954.JPEG,9384.68554688
vgg/fc6_relu,2235,val_7360.JPEG,9348.09179688
vgg/fc6_relu,2235,val_1077.JPEG,9208.85742188
vgg/fc6_relu,2236,val_3434.JPEG,13507.0449219
vgg/fc6_relu,2236,val_7039.JPEG,13035.1669922
vgg/fc6_relu,2236,val_3052.JPEG,8603.37109375
vgg/fc6_relu,2236,val_8173.JPEG,8601.54296875
vgg/fc6_relu,2236,val_5361.JPEG,8474.14453125
vgg/fc6_relu,2237,val_4299.JPEG,9460.30078125
vgg/fc6_relu,2237,val_3945.JPEG,9347.6640625
vgg/fc6_relu,2237,val_2721.JPEG,9243.88867188
vgg/fc6_relu,2237,val_3107.JPEG,8366.43261719
vgg/fc6_relu,2237,val_7903.JPEG,8033.84863281
vgg/fc6_relu,2238,val_3356.JPEG,6954.74365234
vgg/fc6_relu,2238,val_1816.JPEG,6907.28076172
vgg/fc6_relu,2238,val_1215.JPEG,6870.1640625
vgg/fc6_relu,2238,val_382.JPEG,6639.29003906
vgg/fc6_relu,2238,val_6422.JPEG,6359.31982422
vgg/fc6_relu,2239,val_7903.JPEG,9177.21972656
vgg/fc6_relu,2239,val_5328.JPEG,8603.72363281
vgg/fc6_relu,2239,val_9345.JPEG,8573.98144531
vgg/fc6_relu,2239,val_9091.JPEG,8511.26953125
vgg/fc6_relu,2239,val_4999.JPEG,8296.37109375
vgg/fc6_relu,2240,val_9440.JPEG,6545.16015625
vgg/fc6_relu,2240,val_5630.JPEG,5492.02685547
vgg/fc6_relu,2240,val_4511.JPEG,5248.72900391
vgg/fc6_relu,2240,val_3175.JPEG,5208.37402344
vgg/fc6_relu,2240,val_9454.JPEG,5169.01513672
vgg/fc6_relu,2241,val_1365.JPEG,5684.48339844
vgg/fc6_relu,2241,val_159.JPEG,5509.29931641
vgg/fc6_relu,2241,val_3897.JPEG,3827.26489258
vgg/fc6_relu,2241,val_6445.JPEG,3793.9543457
vgg/fc6_relu,2241,val_7521.JPEG,3353.4597168
vgg/fc6_relu,2242,val_551.JPEG,5720.17236328
vgg/fc6_relu,2242,val_3551.JPEG,5662.05761719
vgg/fc6_relu,2242,val_6517.JPEG,5256.01367188
vgg/fc6_relu,2242,val_8229.JPEG,5219.51757812
vgg/fc6_relu,2242,val_6412.JPEG,5020.46484375
vgg/fc6_relu,2243,val_4935.JPEG,6765.73535156
vgg/fc6_relu,2243,val_3425.JPEG,6594.02197266
vgg/fc6_relu,2243,val_8893.JPEG,6300.22558594
vgg/fc6_relu,2243,val_2448.JPEG,6209.60595703
vgg/fc6_relu,2243,val_7593.JPEG,6113.82861328
vgg/fc6_relu,2244,val_8280.JPEG,8666.63183594
vgg/fc6_relu,2244,val_151.JPEG,7746.94482422
vgg/fc6_relu,2244,val_4525.JPEG,7314.66113281
vgg/fc6_relu,2244,val_2713.JPEG,6868.62011719
vgg/fc6_relu,2244,val_3500.JPEG,6545.63720703
vgg/fc6_relu,2245,val_7300.JPEG,6096.79199219
vgg/fc6_relu,2245,val_3040.JPEG,5188.11376953
vgg/fc6_relu,2245,val_6667.JPEG,5075.74707031
vgg/fc6_relu,2245,val_3416.JPEG,4828.60986328
vgg/fc6_relu,2245,val_415.JPEG,4714.27685547
vgg/fc6_relu,2246,val_7212.JPEG,8486.54785156
vgg/fc6_relu,2246,val_2788.JPEG,8195.52539062
vgg/fc6_relu,2246,val_2018.JPEG,7039.89550781
vgg/fc6_relu,2246,val_1847.JPEG,7032.88427734
vgg/fc6_relu,2246,val_8826.JPEG,6946.55517578
vgg/fc6_relu,2247,val_1365.JPEG,7811.83544922
vgg/fc6_relu,2247,val_5384.JPEG,7560.92138672
vgg/fc6_relu,2247,val_6111.JPEG,7333.95263672
vgg/fc6_relu,2247,val_5477.JPEG,7257.38232422
vgg/fc6_relu,2247,val_7045.JPEG,7226.50683594
vgg/fc6_relu,2248,val_9112.JPEG,10854.1923828
vgg/fc6_relu,2248,val_4723.JPEG,7729.25
vgg/fc6_relu,2248,val_9683.JPEG,7204.64013672
vgg/fc6_relu,2248,val_1675.JPEG,6760.56152344
vgg/fc6_relu,2248,val_6625.JPEG,6656.64599609
vgg/fc6_relu,2249,val_1215.JPEG,9660.87011719
vgg/fc6_relu,2249,val_2503.JPEG,9482.43457031
vgg/fc6_relu,2249,val_727.JPEG,9422.89453125
vgg/fc6_relu,2249,val_4278.JPEG,8401.9765625
vgg/fc6_relu,2249,val_3292.JPEG,8234.56738281
vgg/fc6_relu,2250,val_9748.JPEG,5136.46582031
vgg/fc6_relu,2250,val_3198.JPEG,4958.12744141
vgg/fc6_relu,2250,val_1365.JPEG,4744.00244141
vgg/fc6_relu,2250,val_8521.JPEG,4634.96728516
vgg/fc6_relu,2250,val_9352.JPEG,4495.79052734
vgg/fc6_relu,2251,val_7505.JPEG,11633.6894531
vgg/fc6_relu,2251,val_3248.JPEG,8672.34472656
vgg/fc6_relu,2251,val_1652.JPEG,8062.31640625
vgg/fc6_relu,2251,val_5590.JPEG,7807.55810547
vgg/fc6_relu,2251,val_1787.JPEG,7677.74902344
vgg/fc6_relu,2252,val_3408.JPEG,10216.0849609
vgg/fc6_relu,2252,val_3777.JPEG,9476.38476562
vgg/fc6_relu,2252,val_1652.JPEG,9047.74707031
vgg/fc6_relu,2252,val_9642.JPEG,8395.58496094
vgg/fc6_relu,2252,val_4006.JPEG,8337.12109375
vgg/fc6_relu,2253,val_1905.JPEG,8265.95019531
vgg/fc6_relu,2253,val_4591.JPEG,8219.89746094
vgg/fc6_relu,2253,val_8273.JPEG,7869.66748047
vgg/fc6_relu,2253,val_4684.JPEG,7469.99121094
vgg/fc6_relu,2253,val_3652.JPEG,7410.75146484
vgg/fc6_relu,2254,val_7083.JPEG,11250.3046875
vgg/fc6_relu,2254,val_8811.JPEG,10247.9746094
vgg/fc6_relu,2254,val_3108.JPEG,9026.01953125
vgg/fc6_relu,2254,val_793.JPEG,8445.25097656
vgg/fc6_relu,2254,val_2820.JPEG,8164.37695312
vgg/fc6_relu,2255,val_3641.JPEG,7945.89746094
vgg/fc6_relu,2255,val_5913.JPEG,6260.22705078
vgg/fc6_relu,2255,val_7141.JPEG,6252.40527344
vgg/fc6_relu,2255,val_1648.JPEG,6150.52392578
vgg/fc6_relu,2255,val_8950.JPEG,6054.24951172
vgg/fc6_relu,2256,val_8673.JPEG,7909.44628906
vgg/fc6_relu,2256,val_2747.JPEG,7442.85351562
vgg/fc6_relu,2256,val_733.JPEG,7146.31396484
vgg/fc6_relu,2256,val_3105.JPEG,7071.35595703
vgg/fc6_relu,2256,val_1576.JPEG,6950.59472656
vgg/fc6_relu,2257,val_3641.JPEG,10803.3544922
vgg/fc6_relu,2257,val_5782.JPEG,6519.92919922
vgg/fc6_relu,2257,val_974.JPEG,5704.25488281
vgg/fc6_relu,2257,val_3265.JPEG,5555.22070312
vgg/fc6_relu,2257,val_6631.JPEG,5506.49462891
vgg/fc6_relu,2258,val_3777.JPEG,10436.9882812
vgg/fc6_relu,2258,val_9759.JPEG,5497.39013672
vgg/fc6_relu,2258,val_1217.JPEG,4707.41552734
vgg/fc6_relu,2258,val_668.JPEG,4221.73974609
vgg/fc6_relu,2258,val_2503.JPEG,3951.13500977
vgg/fc6_relu,2259,val_4930.JPEG,9207.38769531
vgg/fc6_relu,2259,val_3777.JPEG,8799.29296875
vgg/fc6_relu,2259,val_4015.JPEG,7292.54833984
vgg/fc6_relu,2259,val_3640.JPEG,6723.09277344
vgg/fc6_relu,2259,val_3107.JPEG,6548.00048828
vgg/fc6_relu,2260,val_8173.JPEG,9287.6640625
vgg/fc6_relu,2260,val_2163.JPEG,5759.81494141
vgg/fc6_relu,2260,val_733.JPEG,5056.31835938
vgg/fc6_relu,2260,val_4758.JPEG,5026.73583984
vgg/fc6_relu,2260,val_9396.JPEG,5020.21923828
vgg/fc6_relu,2261,val_5477.JPEG,7550.06298828
vgg/fc6_relu,2261,val_4557.JPEG,7160.95019531
vgg/fc6_relu,2261,val_5227.JPEG,7081.03955078
vgg/fc6_relu,2261,val_1216.JPEG,7006.74609375
vgg/fc6_relu,2261,val_7235.JPEG,6847.88623047
vgg/fc6_relu,2262,val_56.JPEG,13277.5136719
vgg/fc6_relu,2262,val_5391.JPEG,6181.31591797
vgg/fc6_relu,2262,val_354.JPEG,5978.91699219
vgg/fc6_relu,2262,val_4568.JPEG,5774.78320312
vgg/fc6_relu,2262,val_2163.JPEG,5380.78515625
vgg/fc6_relu,2263,val_2926.JPEG,9831.97558594
vgg/fc6_relu,2263,val_6426.JPEG,9201.28515625
vgg/fc6_relu,2263,val_5097.JPEG,8231.8984375
vgg/fc6_relu,2263,val_771.JPEG,7958.89648438
vgg/fc6_relu,2263,val_7325.JPEG,7792.83984375
vgg/fc6_relu,2264,val_3435.JPEG,7134.03369141
vgg/fc6_relu,2264,val_482.JPEG,5961.00927734
vgg/fc6_relu,2264,val_8288.JPEG,5919.41064453
vgg/fc6_relu,2264,val_7873.JPEG,5846.17480469
vgg/fc6_relu,2264,val_9058.JPEG,5784.89892578
vgg/fc6_relu,2265,val_4277.JPEG,5189.82080078
vgg/fc6_relu,2265,val_690.JPEG,4798.80126953
vgg/fc6_relu,2265,val_8196.JPEG,4739.29248047
vgg/fc6_relu,2265,val_8346.JPEG,4647.42724609
vgg/fc6_relu,2265,val_5777.JPEG,4360.82324219
vgg/fc6_relu,2266,val_56.JPEG,14530.2792969
vgg/fc6_relu,2266,val_7458.JPEG,8590.30273438
vgg/fc6_relu,2266,val_33.JPEG,8203.23144531
vgg/fc6_relu,2266,val_5379.JPEG,8022.54101562
vgg/fc6_relu,2266,val_8429.JPEG,7781.22070312
vgg/fc6_relu,2267,val_7048.JPEG,7345.51269531
vgg/fc6_relu,2267,val_4385.JPEG,6187.27246094
vgg/fc6_relu,2267,val_3343.JPEG,6089.48046875
vgg/fc6_relu,2267,val_8071.JPEG,5712.10498047
vgg/fc6_relu,2267,val_5809.JPEG,5274.33691406
vgg/fc6_relu,2268,val_4421.JPEG,7408.10107422
vgg/fc6_relu,2268,val_6926.JPEG,6647.74609375
vgg/fc6_relu,2268,val_6928.JPEG,6115.52001953
vgg/fc6_relu,2268,val_6645.JPEG,5992.44140625
vgg/fc6_relu,2268,val_8099.JPEG,4993.02539062
vgg/fc6_relu,2269,val_7267.JPEG,8472.24121094
vgg/fc6_relu,2269,val_8882.JPEG,7919.91064453
vgg/fc6_relu,2269,val_1533.JPEG,7636.92041016
vgg/fc6_relu,2269,val_1652.JPEG,7634.85791016
vgg/fc6_relu,2269,val_1989.JPEG,7561.78808594
vgg/fc6_relu,2270,val_415.JPEG,10563.7451172
vgg/fc6_relu,2270,val_7701.JPEG,10491.5400391
vgg/fc6_relu,2270,val_7699.JPEG,10162.6767578
vgg/fc6_relu,2270,val_4960.JPEG,9720.13671875
vgg/fc6_relu,2270,val_3063.JPEG,9124.15332031
vgg/fc6_relu,2271,val_272.JPEG,8957.63867188
vgg/fc6_relu,2271,val_6601.JPEG,7674.44921875
vgg/fc6_relu,2271,val_5628.JPEG,7473.56640625
vgg/fc6_relu,2271,val_6564.JPEG,7457.57324219
vgg/fc6_relu,2271,val_9120.JPEG,7224.87255859
vgg/fc6_relu,2272,val_2287.JPEG,6851.74365234
vgg/fc6_relu,2272,val_6595.JPEG,3301.85107422
vgg/fc6_relu,2272,val_4168.JPEG,2256.95849609
vgg/fc6_relu,2272,val_5842.JPEG,2203.81835938
vgg/fc6_relu,2272,val_4627.JPEG,2185.95776367
vgg/fc6_relu,2273,val_8294.JPEG,7873.56542969
vgg/fc6_relu,2273,val_3642.JPEG,7580.06835938
vgg/fc6_relu,2273,val_5755.JPEG,7084.85595703
vgg/fc6_relu,2273,val_8376.JPEG,6788.69287109
vgg/fc6_relu,2273,val_242.JPEG,6177.25097656
vgg/fc6_relu,2274,val_4299.JPEG,9554.29492188
vgg/fc6_relu,2274,val_4966.JPEG,6585.49511719
vgg/fc6_relu,2274,val_3018.JPEG,6356.44384766
vgg/fc6_relu,2274,val_3509.JPEG,6259.73632812
vgg/fc6_relu,2274,val_9320.JPEG,6113.91845703
vgg/fc6_relu,2275,val_7441.JPEG,8661.51660156
vgg/fc6_relu,2275,val_3641.JPEG,7849.33203125
vgg/fc6_relu,2275,val_5628.JPEG,7392.26367188
vgg/fc6_relu,2275,val_2448.JPEG,6698.85400391
vgg/fc6_relu,2275,val_9914.JPEG,6555.80419922
vgg/fc6_relu,2276,val_518.JPEG,8734.43652344
vgg/fc6_relu,2276,val_3614.JPEG,8015.13037109
vgg/fc6_relu,2276,val_974.JPEG,7474.12304688
vgg/fc6_relu,2276,val_3408.JPEG,7404.90332031
vgg/fc6_relu,2276,val_9112.JPEG,7226.67382812
vgg/fc6_relu,2277,val_5209.JPEG,7539.73144531
vgg/fc6_relu,2277,val_7309.JPEG,7043.13427734
vgg/fc6_relu,2277,val_7360.JPEG,6642.15673828
vgg/fc6_relu,2277,val_276.JPEG,6582.56787109
vgg/fc6_relu,2277,val_2674.JPEG,6556.20117188
vgg/fc6_relu,2278,val_2904.JPEG,11165.3789062
vgg/fc6_relu,2278,val_7770.JPEG,10778.2792969
vgg/fc6_relu,2278,val_5384.JPEG,8851.88574219
vgg/fc6_relu,2278,val_3016.JPEG,8766.26367188
vgg/fc6_relu,2278,val_3110.JPEG,8694.91503906
vgg/fc6_relu,2279,val_2980.JPEG,8247.28320312
vgg/fc6_relu,2279,val_6926.JPEG,7427.93457031
vgg/fc6_relu,2279,val_9705.JPEG,6952.5546875
vgg/fc6_relu,2279,val_3208.JPEG,6752.63769531
vgg/fc6_relu,2279,val_2417.JPEG,6427.50097656
vgg/fc6_relu,2280,val_7083.JPEG,9854.49023438
vgg/fc6_relu,2280,val_8945.JPEG,8467.81738281
vgg/fc6_relu,2280,val_6494.JPEG,8459.16894531
vgg/fc6_relu,2280,val_5449.JPEG,8062.40966797
vgg/fc6_relu,2280,val_665.JPEG,7947.97216797
vgg/fc6_relu,2281,val_8055.JPEG,9612.87109375
vgg/fc6_relu,2281,val_4230.JPEG,8677.9296875
vgg/fc6_relu,2281,val_3777.JPEG,7804.47460938
vgg/fc6_relu,2281,val_9008.JPEG,7420.75878906
vgg/fc6_relu,2281,val_8533.JPEG,7075.53808594
vgg/fc6_relu,2282,val_5961.JPEG,7676.40527344
vgg/fc6_relu,2282,val_1090.JPEG,7020.0859375
vgg/fc6_relu,2282,val_7444.JPEG,6673.00878906
vgg/fc6_relu,2282,val_5328.JPEG,6530.75341797
vgg/fc6_relu,2282,val_833.JPEG,5832.734375
vgg/fc6_relu,2283,val_3138.JPEG,8369.05078125
vgg/fc6_relu,2283,val_1826.JPEG,6172.8515625
vgg/fc6_relu,2283,val_5267.JPEG,6114.55419922
vgg/fc6_relu,2283,val_496.JPEG,5821.91162109
vgg/fc6_relu,2283,val_2186.JPEG,5747.91259766
vgg/fc6_relu,2284,val_900.JPEG,9137.13183594
vgg/fc6_relu,2284,val_3295.JPEG,6591.92431641
vgg/fc6_relu,2284,val_2448.JPEG,6374.02978516
vgg/fc6_relu,2284,val_9709.JPEG,5957.37451172
vgg/fc6_relu,2284,val_5898.JPEG,5889.03173828
vgg/fc6_relu,2285,val_6712.JPEG,2334.87573242
vgg/fc6_relu,2285,val_7.JPEG,1888.07165527
vgg/fc6_relu,2285,val_9120.JPEG,1385.59899902
vgg/fc6_relu,2285,val_3227.JPEG,1347.44006348
vgg/fc6_relu,2285,val_7887.JPEG,1309.30700684
vgg/fc6_relu,2286,val_4119.JPEG,9094.73828125
vgg/fc6_relu,2286,val_9508.JPEG,8769.45410156
vgg/fc6_relu,2286,val_5623.JPEG,8545.69335938
vgg/fc6_relu,2286,val_9155.JPEG,8470.890625
vgg/fc6_relu,2286,val_2286.JPEG,8369.92675781
vgg/fc6_relu,2287,val_9695.JPEG,9724.80566406
vgg/fc6_relu,2287,val_952.JPEG,7604.09667969
vgg/fc6_relu,2287,val_2240.JPEG,7560.29345703
vgg/fc6_relu,2287,val_7309.JPEG,7402.83935547
vgg/fc6_relu,2287,val_5005.JPEG,7352.36181641
vgg/fc6_relu,2288,val_9809.JPEG,7547.48779297
vgg/fc6_relu,2288,val_4718.JPEG,6667.63525391
vgg/fc6_relu,2288,val_6601.JPEG,6590.91357422
vgg/fc6_relu,2288,val_7784.JPEG,5613.06054688
vgg/fc6_relu,2288,val_8173.JPEG,5532.36914062
vgg/fc6_relu,2289,val_9212.JPEG,7965.24462891
vgg/fc6_relu,2289,val_3989.JPEG,7668.375
vgg/fc6_relu,2289,val_2828.JPEG,7384.10205078
vgg/fc6_relu,2289,val_2339.JPEG,7317.06835938
vgg/fc6_relu,2289,val_3443.JPEG,7290.47363281
vgg/fc6_relu,2290,val_7851.JPEG,7269.62011719
vgg/fc6_relu,2290,val_2931.JPEG,6713.77001953
vgg/fc6_relu,2290,val_5195.JPEG,6559.91015625
vgg/fc6_relu,2290,val_7325.JPEG,6530.10400391
vgg/fc6_relu,2290,val_3110.JPEG,6512.00537109
vgg/fc6_relu,2291,val_8020.JPEG,6311.625
vgg/fc6_relu,2291,val_2066.JPEG,6240.13769531
vgg/fc6_relu,2291,val_8570.JPEG,6089.45996094
vgg/fc6_relu,2291,val_2737.JPEG,5797.29101562
vgg/fc6_relu,2291,val_7048.JPEG,5670.55664062
vgg/fc6_relu,2292,val_5435.JPEG,6600.53417969
vgg/fc6_relu,2292,val_3443.JPEG,5319.70849609
vgg/fc6_relu,2292,val_4941.JPEG,4847.90966797
vgg/fc6_relu,2292,val_5360.JPEG,4805.42041016
vgg/fc6_relu,2292,val_8903.JPEG,4702.78857422
vgg/fc6_relu,2293,val_7137.JPEG,8595.18261719
vgg/fc6_relu,2293,val_346.JPEG,7785.24902344
vgg/fc6_relu,2293,val_6777.JPEG,7688.89013672
vgg/fc6_relu,2293,val_6493.JPEG,7422.02246094
vgg/fc6_relu,2293,val_4277.JPEG,7057.36279297
vgg/fc6_relu,2294,val_905.JPEG,7829.06689453
vgg/fc6_relu,2294,val_3592.JPEG,7164.58007812
vgg/fc6_relu,2294,val_2644.JPEG,6902.48583984
vgg/fc6_relu,2294,val_1488.JPEG,6459.62304688
vgg/fc6_relu,2294,val_613.JPEG,6173.36132812
vgg/fc6_relu,2295,val_4165.JPEG,4388.84423828
vgg/fc6_relu,2295,val_4655.JPEG,3904.24365234
vgg/fc6_relu,2295,val_6191.JPEG,2850.84375
vgg/fc6_relu,2295,val_8622.JPEG,2732.453125
vgg/fc6_relu,2295,val_7521.JPEG,2706.82226562
vgg/fc6_relu,2296,val_7202.JPEG,10326.6982422
vgg/fc6_relu,2296,val_7589.JPEG,9489.875
vgg/fc6_relu,2296,val_2903.JPEG,8466.44042969
vgg/fc6_relu,2296,val_6800.JPEG,8216.53222656
vgg/fc6_relu,2296,val_2480.JPEG,8083.59912109
vgg/fc6_relu,2297,val_738.JPEG,11083.5087891
vgg/fc6_relu,2297,val_1989.JPEG,8505.71191406
vgg/fc6_relu,2297,val_3120.JPEG,8110.83154297
vgg/fc6_relu,2297,val_6815.JPEG,7803.64648438
vgg/fc6_relu,2297,val_802.JPEG,7383.10742188
vgg/fc6_relu,2298,val_1090.JPEG,12205.5429688
vgg/fc6_relu,2298,val_7360.JPEG,9734.17089844
vgg/fc6_relu,2298,val_3786.JPEG,9186.23535156
vgg/fc6_relu,2298,val_4203.JPEG,9027.0
vgg/fc6_relu,2298,val_7441.JPEG,8567.35351562
vgg/fc6_relu,2299,val_230.JPEG,8609.14257812
vgg/fc6_relu,2299,val_6998.JPEG,8152.04150391
vgg/fc6_relu,2299,val_3052.JPEG,7754.54199219
vgg/fc6_relu,2299,val_6696.JPEG,7270.88427734
vgg/fc6_relu,2299,val_1171.JPEG,7103.24951172
vgg/fc6_relu,2300,val_8099.JPEG,6080.98779297
vgg/fc6_relu,2300,val_6290.JPEG,3685.08349609
vgg/fc6_relu,2300,val_4960.JPEG,3038.45629883
vgg/fc6_relu,2300,val_8839.JPEG,2994.83007812
vgg/fc6_relu,2300,val_1365.JPEG,2657.84130859
vgg/fc6_relu,2301,val_2573.JPEG,10131.8310547
vgg/fc6_relu,2301,val_4986.JPEG,9877.93066406
vgg/fc6_relu,2301,val_2352.JPEG,8634.94238281
vgg/fc6_relu,2301,val_8139.JPEG,8374.63476562
vgg/fc6_relu,2301,val_831.JPEG,8165.37402344
vgg/fc6_relu,2302,val_7763.JPEG,10060.4003906
vgg/fc6_relu,2302,val_276.JPEG,9959.83496094
vgg/fc6_relu,2302,val_2980.JPEG,8725.94921875
vgg/fc6_relu,2302,val_9695.JPEG,7877.17236328
vgg/fc6_relu,2302,val_905.JPEG,7503.88916016
vgg/fc6_relu,2303,val_3640.JPEG,8058.81738281
vgg/fc6_relu,2303,val_8196.JPEG,8048.51953125
vgg/fc6_relu,2303,val_3404.JPEG,6985.84082031
vgg/fc6_relu,2303,val_1997.JPEG,6815.13183594
vgg/fc6_relu,2303,val_6628.JPEG,6584.78564453
vgg/fc6_relu,2304,val_4165.JPEG,10531.3398438
vgg/fc6_relu,2304,val_1012.JPEG,7658.046875
vgg/fc6_relu,2304,val_5553.JPEG,7121.32666016
vgg/fc6_relu,2304,val_4187.JPEG,6272.77929688
vgg/fc6_relu,2304,val_6221.JPEG,6252.85791016
vgg/fc6_relu,2305,val_4499.JPEG,5814.99316406
vgg/fc6_relu,2305,val_3777.JPEG,5359.23730469
vgg/fc6_relu,2305,val_1699.JPEG,5352.93457031
vgg/fc6_relu,2305,val_5294.JPEG,4986.29003906
vgg/fc6_relu,2305,val_3416.JPEG,4972.72167969
vgg/fc6_relu,2306,val_8016.JPEG,5847.38232422
vgg/fc6_relu,2306,val_8235.JPEG,5815.28417969
vgg/fc6_relu,2306,val_7359.JPEG,5758.81787109
vgg/fc6_relu,2306,val_5691.JPEG,5692.42333984
vgg/fc6_relu,2306,val_6887.JPEG,5379.54541016
vgg/fc6_relu,2307,val_3640.JPEG,8997.33984375
vgg/fc6_relu,2307,val_3443.JPEG,8112.28515625
vgg/fc6_relu,2307,val_4077.JPEG,6794.34570312
vgg/fc6_relu,2307,val_458.JPEG,5643.84130859
vgg/fc6_relu,2307,val_1797.JPEG,5498.31884766
vgg/fc6_relu,2308,val_2293.JPEG,4528.43408203
vgg/fc6_relu,2308,val_3434.JPEG,3412.60180664
vgg/fc6_relu,2308,val_9195.JPEG,2947.27514648
vgg/fc6_relu,2308,val_5467.JPEG,2892.38134766
vgg/fc6_relu,2308,val_8873.JPEG,2769.55615234
vgg/fc6_relu,2309,val_8280.JPEG,9100.43847656
vgg/fc6_relu,2309,val_7444.JPEG,6618.22607422
vgg/fc6_relu,2309,val_9572.JPEG,6301.89892578
vgg/fc6_relu,2309,val_1012.JPEG,6192.96191406
vgg/fc6_relu,2309,val_5033.JPEG,5573.74609375
vgg/fc6_relu,2310,val_5898.JPEG,6249.12548828
vgg/fc6_relu,2310,val_2293.JPEG,6199.16845703
vgg/fc6_relu,2310,val_1365.JPEG,5956.71044922
vgg/fc6_relu,2310,val_7548.JPEG,5593.05859375
vgg/fc6_relu,2310,val_7325.JPEG,5281.58740234
vgg/fc6_relu,2311,val_3443.JPEG,7608.5
vgg/fc6_relu,2311,val_6511.JPEG,4420.66943359
vgg/fc6_relu,2311,val_7669.JPEG,4154.96191406
vgg/fc6_relu,2311,val_6445.JPEG,3130.11181641
vgg/fc6_relu,2311,val_1365.JPEG,2950.16064453
vgg/fc6_relu,2312,val_7360.JPEG,12814.2988281
vgg/fc6_relu,2312,val_9209.JPEG,7900.70654297
vgg/fc6_relu,2312,val_1189.JPEG,6943.63720703
vgg/fc6_relu,2312,val_9779.JPEG,6892.22314453
vgg/fc6_relu,2312,val_5190.JPEG,6745.58642578
vgg/fc6_relu,2313,val_5007.JPEG,10682.4677734
vgg/fc6_relu,2313,val_2066.JPEG,10123.2539062
vgg/fc6_relu,2313,val_5098.JPEG,9159.0859375
vgg/fc6_relu,2313,val_7690.JPEG,8931.72265625
vgg/fc6_relu,2313,val_1915.JPEG,7732.20703125
vgg/fc6_relu,2314,val_4360.JPEG,7210.79541016
vgg/fc6_relu,2314,val_4072.JPEG,6683.93798828
vgg/fc6_relu,2314,val_845.JPEG,6638.93847656
vgg/fc6_relu,2314,val_6494.JPEG,6294.50097656
vgg/fc6_relu,2314,val_8531.JPEG,6039.43603516
vgg/fc6_relu,2315,val_4283.JPEG,6126.04443359
vgg/fc6_relu,2315,val_8752.JPEG,5855.13623047
vgg/fc6_relu,2315,val_1365.JPEG,5027.26855469
vgg/fc6_relu,2315,val_3117.JPEG,4727.92578125
vgg/fc6_relu,2315,val_6511.JPEG,4608.57373047
vgg/fc6_relu,2316,val_5906.JPEG,8305.74511719
vgg/fc6_relu,2316,val_2960.JPEG,6694.47900391
vgg/fc6_relu,2316,val_8730.JPEG,6420.69726562
vgg/fc6_relu,2316,val_4013.JPEG,5797.49072266
vgg/fc6_relu,2316,val_8641.JPEG,5346.61572266
